id,cor_sentence
grm2206280015949,간혹 문과 정시가 있긴 한데 극히 드문 케이스라 말씀드리기 어렵네요.
grm2207040022264,칭찬도 시청도 댓글도 너무 감사합니다.
grm2208010061825,근데 요금은 그럼 성리학 말고 기존 유학으로 과거 봤나요?
grm2207280030190,하지만 오히려 지금 좋아하는 가수는 재능에 엄청난 노력파이다.
grm2208120090544,책을 가지고 다니면서 언제든지 정보를 볼 수 있어서요.
grm2208010056416,저번 질문에서는 뭐가 틀렸을까를 과하게 해석하다 보니 힘이 들어가 묻고 싶은 본질에서 조금 벗어난 질문을 해버렸던 거 같아요.
grm2208180088680,제가 사례 위주로 질문해서 매우 지극히 구체적인 사례로 보인 것 같습니다.
grm2206300018493,자세한 조언 덕분에 힘 얻었습니다.
grm2210180100198,제가 수락 안 하면 교육 다 마쳤는데 후순위로 밀려서 직무 못 받은 사람들한테 연락 가게 된대요.
grm2209140101186,개념만 하는 게 아니라 중간중간에 문제집 한 달 잡은 건 뭘 하든 완벽하게 끝낸다는 소리고 책은 우리랑 상의해서 정할 거래.
grm2207040027698,졸면서 공부했는데 참고하겠습니다.
grm2208160091403,선생님 강좌가 너무 마음에 들어 듣고 싶습니다.
grm2208020061562,갯벌이 정말 이런 기능이 있나요?
grm2207270021987,내년 의대 논술 넣어보려고 하는데 시간 투자는 어떻게 해야 하나요?
grm2208100060828,모르는 거 질문하려고 여기에 들어왔지만 사실은 다른 고민이 있어서 여기에 들어왔어요.
grm2207150029474,암튼 요즘 트렌드 감성이니깐 특별히 저도 누군가의 감성을 건드리고 싶진 않다.
grm2208290084899,"지난 질문에서 새로운 문화 요소가 나타났다는 것은 발명, 발견, 문화 융합 등에 해당하는 것이고 문화 공존의 경우 타 지역에 존재하던 문화 요소가 들어온 것이라 새로운 문화 요소가 나타난다고 하지 않는다고..."
grm2207290018559,서강대는 워낙 수학 반영비가 압도적이라 수학을 잘 보는 게 중요했었어요!
grm2210180113311,헷갈려서 미쳐버릴 것 같아요.
grm2207070039464,꼭 입시 성공하시면 좋겠습니다!
grm2208240079203,강의가 언제마다 올라오나요?
grm2207060023221,대입 준비하는 친구들에게 도움이 되었으면 좋겠습니다.
grm2208250091085,그리고 반드시 강의를 들어야 하나요?
grm2208240076209,이 문제를 아래 사진과 같이 풀었는데 괜찮을까요.
grm2210130105943,그 사람들이 목소리를 내줘서 사회가 변화했기 때문이다.
grm2206240032021,만원 좀 넘는데 품질이 좋고 내장 디자인도 완벽해요.
grm2209020088394,직접 전파로 인해서 문화 융합이 이루어졌다면 이것은 새로운 문화 요소를 창조하는 것으로 보지 않는 건가요?
grm2208240076242,왜 둘이 같아야 하나요.
grm2209230100146,나중에 강사님들이랑 막역한 사이 될 때까지 하면 긴장도 안 하고 술술 해서 언젠간 붙겠지.
grm2209140098978,지금 관련 연구로 쓰면 안 된대.
grm2206170077195,근데 어떻게 이 식이 밑줄 친 문장처럼 되는지 모르겠어요.
grm2208080073711,저는 그냥 좀 찍듯이 풀었습니다.
grm2210190108856,국어 성적이 제일 문제인데 혹시 도움 되셨던 국어 공부법이 있나요?
grm2207270036316,저도 사실 별 감흥이 없었어요!
grm2207070010823,이대 진짜 너무 들어가고 싶어요.
grm2207260038624,저도 요즘 그 이유를 잘 모르겠습니다.
grm2208260083143,모든 가구의 인구수는 같다는 것 정도는 유추할 수 있다고...
grm2208250076431,제가 한 풀이는 어디가 잘못된 것인지 궁금합니다.
grm2207270001439,삼백 일 동안 한결같은 마음으로 임해 봅시다.
grm2207260016938,대학에서 필요하면 미리 공부하는 게 좋겠네요.
grm2208240055040,이 재현을 이용해서 추상적 의미까지 표현해야 독자적 예술이다 이렇게 생각했습니다.
grm2206160071437,할머니가 정지해 있엇다가 움직일 때 김밥 바구니의 속도가 존재할 수 있는 이유는 할머니가 김밥 바구니에게 오른쪽 방향으로 힘을 가했기 때문입니다.
grm2210140114031,그냥 지우기만 해요. 뭐 서로 잘못 없다 하니...
grm2210210117844,폰 없어서 공부 자극을 못 해서 선생님 쓴소리 듣는데요.
grm2206160069641,이렇게 풀었는데 어디서 잘못된 건가요?
grm2206230022562,공부하다 헤이해진다 싶을 때 한번 사용해 봐요!
grm2207010009786,수업하시는 걸 보려면 어느 강좌 몇 강을 들어야 하나요?
grm2208170064439,강의에서 고조선이 연과 대립 관계를 형성하고 있다고...
grm2210140112625,수능이 망했을 경우를 대비하여 교차지원 가능성을 염두에 두고 신청했습니다.
grm2207250019575,마스터님이 초등교육과 시니 정말 좋은 선생님 되실 것 같아요!
grm2210070103986,진짜 말투도 너무 재수 없어.
grm2207200011680,마스터님께 질문 몇 차례 넣었어요.
grm2206170068762,"했고, 수심이 깊을수록 속력이 크다고..."
grm2209130118740,"저는 과학 지문만 모아둔, 그런 걸 생각했거든요."
grm2208170073564,왜 합성 자기장을 구하는데 탄젠트를 쓰는 건지 이해가 안 가요.
grm2209160104880,아까 공동선언인데 진짜 대박이었어.
grm2210060109064,기숙 학원이라서 제가 약국 방문이 어려워요.
grm2206230012921,마스터님들 너희들 감정 쓰레기통 아니야?
grm2208120091730,이런 의미로 저는 받아들였었거든요.
grm2207200014991,있다가 오늘 거 보낼 때 말씀드릴게요.
grm2209060044271,간결히 답의 근거가 뭔지 알려 주시면 감사하겠습니다.
grm2207260015058,시간은 많이 걸려도 이해는 되더라고요!
grm2206300014098,짝눈이시면 화장하실 때 막 짝짝이로 되고 그러지 않나요?
grm2209210115989,마스터님도 즐겁게 하실 수 있으니 한 번 시도해 보세요.
grm2210210114057,너 만들어준 분들 돈 쪽쪽 빨아서 듣고 있음 좀 제대로 해.
grm2206210014645,방향 상실감이나 방황이라고 하는 게 오히려 낫지 않을까요?
grm2209260118393,공부 전체의 밸런스를 맞추기 위해 수학 위주의 학습을 하면서 물리는 반드시 꾸준하게만 학습을 해보자는 거예요.
grm2210060119386,"네, 좀 세게 말할 겁니다."
grm2208230044141,혹시 조금 이상한 질문일지도 모르겠는데요.
grm2210200110536,차이가 크지 않아 보이기도 하고요.
grm2209280113370,근데 너무 억지로 깎아내려서 지운 거임.
grm2210050108878,내가 지금까지 한 미적분은 그냥 깔짝댄 거구나 싶어요.
grm2208180076400,그때 수선의 발은 어떻게 되나요?
grm2208050073117,무게와 질량의 차이도 궁금합니다!
grm2210040114514,수학 개념 정도만 했는데 하기 좋은 문제집 추천드립니다.
grm2210110117375,이런 거 보고 싶다고 하면 해주시나요?
grm2210110112504,개념을 완벽하게 하면 풀리겠지 하면서 미루고 있었는데 좋은 팁 알아가는 거 같아요.
grm2209260106470,퇴사는 또한 풀 꺾였어?
grm2207200010435,수학 어려운 문제를 학생들에게 설명할 자신이 없습니다.
grm2209160118701,본인 소신대로 계속해 주세요!!
grm2210180099792,아는 것도 못하고 그리고 발표도 엉망으로 하고 망했어.
grm2208160062495,국제 연맹 결성의 기초가 된 건 무슨 사건인가요?
grm2207080011531,내가 옳은 방향으로 공부하고 있고라고 확인만 할 수 있다.
grm2206270012850,엄청 감사해 하실 거예요.
grm2208290078851,중점을 찍게 되면 왜 평행선이 되는지 모르겠습니다.
grm2208050050597,시점 변환을 거친 영상에서는 동일한 크기의 물체는 동일하게 저타전다.
grm2207080014899,저는 독서실에서 재수하고 있는데요.
grm2207130030491,다른 마스터 분 영상을 볼 일은 잘 없다.
grm2208260057365,교재 일시 품절 언제 풀리나요?
grm2206140077934,함수의 차 빼는 법 잘 모르겠어요.
grm2208170065271,문제 푸는데 지장은 없지만 궁금한 거 질문합니다.
grm2208080056417,지문 어디에도 자석이 있다는 정보를 찾을 수가 없습니다.
grm2209010075376,구성한다고 했는데 왜 순서도 고려하는 거죠?
grm2208040074507,어디가 중점이라고 말씀하시는지를 모르겠어요.
grm2207250026543,혹시 사진 바탕화면으로 써도 될까요?
grm2208030081788,두 개념이 문제로 나오면 다 맞추는데 헷갈리네요.
grm2210050104449,장염이랑 감기가 살짝 온 것 같대.
grm2206150089342,미시적인 것 이상이라는 건가요?
grm2210190107967,자체가 미분 불가능하다는 걸 생각을 못했네요.
grm2210070116254,몸 관리 잘 하시면서 공부하세요.
grm2209210099120,이번 일로 너무 새로운 사실들을 알게 돼서 깨달은 교훈입니다.
grm2208160059660,선생님이 문제를 풀 때는 어떻게 이해하면서 풀어야 하나요?
grm2206210013455,안 그래도 마스터님 못 봐서 서러웠어요.
grm2207280002444,친구 없으니까 이런 커뮤니티에 들락날락하면서 지 외모로 어그로 끄는 거 열받음.
grm2207260001374,나 기출 있는데 내가 지금까지 말한 문제집 다 안 품.
grm2207120004216,저거 총각이랑 미혼 남성이랑 무슨 관계인지 몰라서 한참 헤맴.
grm2207050032798,정말 어렵게만 느껴지는 게 윤리 과목이죠.
grm2209060069696,시간 지연이라는 말은 제가 기준인 좌표계에서 운동하는 상대방의 시간이 팽창한다는 의미가 맞나요?
grm2206160069580,그리고 에너지는 진동수에 비례하나요?
grm2208240071523,속도가 같으면 어떤 문제가 발생하나요?
grm2207290020042,늦은 시간인지 이른 시간인지는 모르겠다.
grm2210140113551,중간고사 모두 아주 잘 본 상태일 거라 믿어..
grm2210190108963,최저 못 맞추고 떨어졌는데 올해도 불안불안하구먼요.
grm2207120003805,여자였던 거 다들 몰랐구나?
grm2209300100330,오늘 약속 잇따했는데 몇 시에 나가?
grm2207120026018,지구과학은 암기를 못 해서 포기.
grm2210050119528,왔다 갔다 너무 심해요.
grm2207200001596,다른 분들 열공 인증 보니 저는 아직 아이군요...
grm2207270000611,대학 네임 밸류는 내신 성적이 좌우한다.
grm2210060101377,사실 내가 그거 우리 힘들 거라고 하지 말자고 했었는데 자율동아리 주도한 애가 계속 우겨서 밀고 간 거란 말임.
grm2209080077217,그리고 이를 외심으로 이해해도 될까요?
grm2209140111360,만화 구성도 어쩜 이리 야무지세요?
grm2206220031835,교양 수업은 신청해서 들으려면 저희 학교는 있는 걸로 알아요.
grm2207290037284,좀 더 집중해서 보셔도 큰 무리는 없을 것 같아요.
grm2209270112003,기하가 없는 게 좀 아쉬워요.
grm2207260032300,시험장이 맘에는 안 들지만 최선을 다해보구 오겠습니다.
grm2208230064543,그리고 저출산 현상을 사회적 관점으로 바라본 예시를 알고 싶어요.
grm2207080003049,영어 실력이 딸린다는 것을 오늘 깨달았다.
grm2209260110914,시청해 주셔서 감사합니다.
grm2206270033003,공백기를 메우기 위해 열심히 달리고 있습니다.
grm2207270033132,마스터님 칼럼 재밌게 읽고 있어요!
grm2210060108037,원론적이긴 한데 한 단어 요약이에요.
grm2209220100709,그냥 맥락 없이 질문하는 것보다 그냥 만들어서 체계적으로 질문해야 나중에 리포터 작성할 때도 편하고 괜찮지 않을까.
grm2208290089274,말하는 것이 맞지 않나요?
grm2210200101215,연구는 결론에 교육 방안이나 모델이 제시되어야 하는 게 정석이야.
grm2206270039156,혹시 잡생각이 많은 편이신가요?
grm2209080084013,문제에서 엄밀히 이 둘을 구분하는 것이 아니라면 묶어서 생각할까요?
grm2209130100843,...콘크리트도 쟤네들이 다 만든 거구나를 첨 알았어.
grm2209090083663,이렇게 설명하셨는데 여기서 의문점이 뭐냐?
grm2206230011659,혹시 말씀해 주신 방법을 기사 말고 책 읽는데도 쓸 수 있을까요?
grm2208240041226,다른 강사들은 완강을 앞두는데 너무 하십니다.
grm2207040013640,마스터님 보고 싶어서 왔는데 무슨 일 있으신 건 아니죠?
grm2207140018593,오늘 수학 보고 내일 국어라 하기 전에 기억 안 나서 다시 왔는데요.
grm2207060024388,조금 비슷하면서도 다른 맥락이긴 한데요.
grm2208170067639,하지만 올라올 때는 원래 가지고 있던 운동 에너지가 있는 것은 아니잖아요.
grm2209200104796,뭐 시키지 말라고 했대.
grm2208040045295,하고 자라는 말이 결국 무엇인가요?
grm2208260079515,조건부 확률에서 사건과 시행의 구분이 헷갈려요.
grm2208310079313,대체 어떻게 바라봐야 하나요?
grm2209090060574,제가 성격이 많이 불안해서 걱정이 유독 많아서 그런데요.
grm2206160044411,접두사 접미사 등은 뜻이 있는데 왜 형식 형태소인가요?
grm2208290070958,파리가 날아도 무게는 찍힌다고 하셨는데 제가 체중계에서 점프하면 줄어들어요.
grm2208160061056,근데 왜 자료에서는 명을 다시 세우기 위해서 청에 반기를 들었다고...
grm2208120079679,풀 때 세 점이 일직선 위에 있는지 확신을 못 했거든요.
grm2206130043801,문제 관련 질문도 혹시 받아주시나요?
